Wall time,Step,Value
1670465092.7927573,0,0.05341388285160065
1670465093.900156,1,0.10069972276687622
1670465095.0131812,2,0.23138771951198578
1670465096.1045613,3,0.5224912166595459
1670465097.2095854,4,0.6116737127304077
1670465098.3205009,5,0.6281020641326904
1670465099.406734,6,0.6398366093635559
1670465100.5038784,7,0.6458342671394348
1670465101.5938876,8,0.6508322954177856
1670465102.7070715,9,0.6527880430221558
1670465103.8017724,10,0.6605241298675537
1670465104.8996377,11,0.6668694615364075
1670465105.9994693,12,0.6671302318572998
1670465107.096466,13,0.675518274307251
1670465108.184909,14,0.6754748225212097
1670465109.271835,15,0.6782563328742981
1670465110.364234,16,0.6783432364463806
1670465111.4586685,17,0.6801251769065857
1670465112.5490382,18,0.6845147609710693
1670465113.6611574,19,0.6873831748962402
1670465114.7660346,20,0.6899474263191223
1670465115.870189,21,0.6877743601799011
1670465116.9725657,22,0.6952496767044067
1670465118.0944443,23,0.6965969800949097
1670465119.2062433,24,0.6992481350898743
1670465120.3154697,25,0.6993350386619568
1670465121.4091733,26,0.6979008316993713
1670465122.5020688,27,0.6995958089828491
1670465123.610361,28,0.7045503854751587
1670465124.7178676,29,0.7029423117637634
1670465125.827522,30,0.7032030820846558
1670465126.9414594,31,0.7074623107910156
1670465128.0578465,32,0.7070276737213135
1670465129.1686397,33,0.7068973183631897
1670465130.2819424,34,0.7073318958282471
1670465131.3886943,35,0.7108088135719299
1670465132.4980407,36,0.7088530659675598
1670465133.6088324,37,0.7098091840744019
1670465134.7152352,38,0.7096788287162781
1670465135.8261797,39,0.7084184288978577
1670465136.9280884,40,0.7114172577857971
1670465138.071418,41,0.7091138362884521
1670465139.2440734,42,0.7137641906738281
1670465140.4270794,43,0.714111864566803
1670465141.5639803,44,0.7113303542137146
1670465142.6729894,45,0.7102003693580627
1670465143.7946482,46,0.7114607095718384
1670465144.8984873,47,0.7142422795295715
1670465146.019876,48,0.7167195677757263
1670465147.1342928,49,0.7176756858825684
1670465148.25625,50,0.7177191376686096
1670465149.3701155,51,0.7101569175720215
1670465150.4698942,52,0.7181537747383118
1670465151.569234,53,0.7112434506416321
1670465152.6756601,54,0.7157199382781982
1670465153.7823832,55,0.7167630195617676
1670465154.8885276,56,0.7171106934547424
1670465155.9900694,57,0.7166760563850403
1670465157.0882692,58,0.7146768569946289
1670465158.1774032,59,0.71489417552948
1670465159.277954,60,0.7165022492408752
1670465160.378781,61,0.7147203087806702
1670465161.4866161,62,0.7161980271339417
1670465162.5970492,63,0.7204571962356567
1670465163.713517,64,0.7136337757110596
1670465164.8330069,65,0.7107219099998474
1670465165.926826,66,0.7168499231338501
1670465167.028172,67,0.7162414789199829
1670465168.1243691,68,0.717414915561676
1670465169.2290795,69,0.714329183101654
1670465170.3283281,70,0.7166760563850403
1670465171.4275339,71,0.7177191376686096
1670465172.518803,72,0.7149376273155212
1670465173.6208303,73,0.7147637605667114
1670465174.7325222,74,0.7175887823104858
1670465175.8414161,75,0.7161545753479004
1670465176.9569514,76,0.7136337757110596
1670465178.0730073,77,0.7157633900642395
1670465179.1905847,78,0.715111494064331
1670465180.3046973,79,0.7184145450592041
1670465181.4103873,80,0.7113738059997559
1670465182.5124938,81,0.7158938050270081
1670465183.6293926,82,0.7169803380966187
