Wall time,Step,Value
1670463544.4489827,0,0.021991394460201263
1670463545.5411298,1,0.03537746146321297
1670463546.6451244,2,0.0597592256963253
1670463547.7517283,3,0.0820113867521286
1670463548.8506463,4,0.10309009253978729
1670463549.953837,5,0.12338650226593018
1670463551.0492053,6,0.14776825904846191
1670463552.140276,7,0.17054195702075958
1670463553.2432935,8,0.19235950708389282
1670463554.3434236,9,0.21461167931556702
1670463555.438573,10,0.23994958400726318
1670463556.5383804,11,0.27298012375831604
1670463557.6378531,12,0.3102264404296875
1670463558.737779,13,0.3554261326789856
1670463559.8589435,14,0.39849624037742615
1670463561.0045624,15,0.42831066250801086
1670463562.1586862,16,0.45225781202316284
1670463563.3146982,17,0.47116345167160034
1670463564.4715774,18,0.49132949113845825
1670463565.6211598,19,0.5107566714286804
1670463566.7902489,20,0.5290104150772095
1670463567.9536974,21,0.5466991066932678
1670463569.119321,22,0.5614324808120728
1670463570.2753706,23,0.5771654844284058
1670463571.432205,24,0.5930288434028625
1670463572.575362,25,0.6087183356285095
1670463573.7072237,26,0.6226259469985962
1670463574.8496587,27,0.6390108466148376
1670463575.9983172,28,0.652831494808197
1670463577.145083,29,0.6663914322853088
1670463578.312835,30,0.67938631772995
1670463579.4877598,31,0.6933373808860779
1670463580.6660404,32,0.7058542370796204
1670463581.8085132,33,0.7186753153800964
1670463582.9519484,34,0.7304533123970032
1670463584.0554478,35,0.7420139908790588
1670463585.1613488,36,0.7537050843238831
1670463586.336108,37,0.7636142373085022
1670463587.460373,38,0.7746533751487732
1670463588.579566,39,0.7871267795562744
1670463589.7103734,40,0.7955148220062256
1670463590.8434625,41,0.8053805232048035
1670463591.9830713,42,0.8162023425102234
1670463593.1033564,43,0.8249380588531494
1670463594.2298057,44,0.8332826495170593
1670463595.354798,45,0.8412795066833496
1670463596.4874072,46,0.8474509716033936
1670463597.6140363,47,0.8563605546951294
1670463598.7195456,48,0.8644878268241882
1670463599.855618,49,0.8711808323860168
1670463600.9832377,50,0.8769611716270447
1670463602.1053386,51,0.8828719258308411
1670463603.2043588,52,0.8902603387832642
1670463604.2922256,53,0.8964318037033081
1670463605.3755546,54,0.9017775654792786
1670463606.4545062,55,0.9072102308273315
1670463607.5405786,56,0.911730170249939
1670463608.6223338,57,0.9160328507423401
1670463609.698907,58,0.9214655160903931
1670463610.7775943,59,0.9263331890106201
1670463611.8641171,60,0.930548906326294
1670463612.9659495,61,0.9348515868186951
1670463614.0535798,62,0.9382415413856506
1670463615.1442404,63,0.9426745772361755
1670463616.2265139,64,0.9458472728729248
1670463617.3062205,65,0.9481506943702698
1670463618.390646,66,0.9520622491836548
1670463619.4671466,67,0.9549306631088257
1670463620.5531156,68,0.9577121734619141
1670463621.6456094,69,0.9610587358474731
1670463622.725881,70,0.9625798463821411
1670463623.7963493,71,0.9645791053771973
1670463624.8763115,72,0.9672736525535583
1670463625.9533694,73,0.9687948226928711
1670463627.037456,74,0.9711852073669434
1670463628.1174626,75,0.972271740436554
