Wall time,Step,Value
1670465608.6039965,0,0.07644834369421005
1670465610.8858206,1,0.09565822035074234
1670465613.1765175,2,0.11091312021017075
1670465615.4756377,3,0.1279933899641037
1670465617.7761195,4,0.14833326637744904
1670465620.1429336,5,0.16741275787353516
1670465622.460229,6,0.1881437748670578
1670465624.7561183,7,0.20739710330963135
1670465627.0553298,8,0.22412969172000885
1670465629.366922,9,0.23986266553401947
1670465631.665824,10,0.25868138670921326
1670465633.960348,11,0.2651571035385132
1670465636.2682557,12,0.27741318941116333
1670465638.5584354,13,0.2848016023635864
1670465640.8433094,14,0.29314616322517395
1670465643.1434777,15,0.302359938621521
1670465645.4442832,16,0.3064887523651123
1670465647.735494,17,0.31539833545684814
1670465650.0229082,18,0.3195706009864807
1670465652.3127315,19,0.32513365149497986
1670465654.6074927,20,0.3303055465221405
1670465656.8996794,21,0.3359120488166809
1670465659.198588,22,0.34612542390823364
1670465661.4824793,23,0.34699466824531555
1670465663.7735705,24,0.35446998476982117
1670465666.066041,25,0.35616499185562134
1670465668.370044,26,0.36511799693107605
1670465670.6724215,27,0.368507981300354
1670465672.9720697,28,0.37563562393188477
1670465675.286246,29,0.38050326704978943
1670465677.5878384,30,0.38380634784698486
1670465679.9558287,31,0.3886739909648895
1670465682.2908459,32,0.39436742663383484
1670465684.5857651,33,0.39880046248435974
1670465686.8826354,34,0.39988699555397034
1670465689.1647284,35,0.40823155641555786
1670465691.4511971,36,0.4171411097049713
1670465693.747576,37,0.4199226498603821
1670465696.0427365,38,0.4186187982559204
1670465698.3524706,39,0.4250076115131378
1670465700.670545,40,0.4309183359146118
1670465702.9815953,41,0.4394802153110504
1670465705.2895994,42,0.4421747922897339
1670465707.5963306,43,0.4453040063381195
1670465709.896509,44,0.45264896750450134
1670465712.1939802,45,0.4565604627132416
1670465714.4863997,46,0.45795124769210815
1670465716.7749615,47,0.4634273648262024
1670465719.0561013,48,0.47038114070892334
1670465721.3467717,49,0.4726845920085907
1670465723.6347773,50,0.47803032398223877
1670465725.9331298,51,0.48137685656547546
1670465728.2263267,52,0.4826372265815735
1670465730.518856,53,0.4876352846622467
1670465732.808957,54,0.4955017566680908
1670465735.1026473,55,0.4982832670211792
1670465737.40767,56,0.5040201544761658
1670465739.7517507,57,0.5032378435134888
1670465742.066358,58,0.5096701383590698
1670465744.356512,59,0.5167108774185181
1670465746.6581135,60,0.5199704170227051
1670465748.9457715,61,0.5198400616645813
1670465751.2286248,62,0.5271850228309631
1670465753.517492,63,0.5307488441467285
1670465755.811978,64,0.5324872732162476
1670465758.1070817,65,0.5377895832061768
1670465760.4032454,66,0.5390499234199524
1670465762.7070074,67,0.5446999073028564
1670465764.9964,68,0.5478725433349609
1670465767.3015378,69,0.5545656085014343
1670465769.590964,70,0.5579990148544312
1670465771.8830361,71,0.5619540214538574
1670465774.1791437,72,0.5610848069190979
1670465776.475824,73,0.5656047463417053
1670465778.7658882,74,0.5669955015182495
1670465781.0470843,75,0.5750793218612671
1670465783.3390586,76,0.5795558094978333
1670465785.632329,77,0.5822504162788391
1670465787.9377105,78,0.5829023718833923
1670465790.227865,79,0.5863357782363892
1670465792.5182583,80,0.5925507545471191
1670465794.8319597,81,0.5927680730819702
1670465797.13614,82,0.5916815400123596
1670465799.4810894,83,0.6002868413925171
1670465801.8141985,84,0.6051979660987854
1670465804.098634,85,0.6115432977676392
1670465806.375995,86,0.6083706617355347
1670465808.6575956,87,0.6122387051582336
1670465810.9403746,88,0.6161067485809326
1670465813.2270398,89,0.617932140827179
1670465815.511432,90,0.6226259469985962
1670465817.7944229,91,0.6267547607421875
1670465820.07759,92,0.6263635754585266
1670465822.3815444,93,0.6304489374160767
1670465824.6732144,94,0.6309704780578613
1670465826.9601994,95,0.6376635432243347
1670465829.2604635,96,0.636359691619873
1670465831.55342,97,0.6393585205078125
1670465833.8483667,98,0.6471380591392517
1670465836.1247015,99,0.6429223418235779
1670465838.4087174,100,0.6510061025619507
1670465840.6984596,101,0.651875376701355
1670465842.9894433,102,0.6533530354499817
1670465845.2728782,103,0.6519622802734375
1670465847.5593288,104,0.6593072414398193
1670465849.837446,105,0.6588726043701172
1670465852.1295555,106,0.6665652394294739
1670465854.4194589,107,0.6705636978149414
1670465856.7118816,108,0.6681298613548279
1670465859.0433176,109,0.6706506013870239
1670465861.3914313,110,0.6745621562004089
1670465863.6716716,111,0.6758659482002258
1670465865.9510534,112,0.6791255474090576
1670465868.248145,113,0.6849058866500854
1670465870.5350814,114,0.6794732213020325
1670465872.8217022,115,0.6841670870780945
1670465875.1157708,116,0.6871659159660339
1670465877.4099023,117,0.6890782117843628
1670465879.6864629,118,0.6903385519981384
1670465881.96841,119,0.692989706993103
1670465884.2609463,120,0.6987700462341309
1670465886.5438297,121,0.7013777494430542
1670465888.8226547,122,0.6949020028114319
1670465891.1039882,123,0.6965100765228271
1670465893.372712,124,0.7022035121917725
1670465895.6438437,125,0.6996827125549316
1670465897.9189706,126,0.7002477049827576
1670465900.1934185,127,0.7109391689300537
1670465902.4742005,128,0.7073753476142883
1670465904.7460697,129,0.7107219099998474
1670465907.0264735,130,0.7142857313156128
1670465909.2929003,131,0.7146334052085876
1670465911.5596454,132,0.7198487520217896
1670465913.833743,133,0.7161110639572144
1670465916.106223,134,0.7202833890914917
1670465918.4180088,135,0.718762218952179
1670465920.7880888,136,0.7227606773376465
1670465923.0663655,137,0.7275413870811462
1670465925.341164,138,0.7311486601829529
1670465927.6257706,139,0.7328001856803894
1670465929.9056017,140,0.7292798757553101
1670465932.1869447,141,0.7319744229316711
1670465934.4656913,142,0.7364944219589233
1670465936.7590463,143,0.733147919178009
1670465939.045057,144,0.7389717102050781
1670465941.348937,145,0.7391020655632019
